template,climate_zone_set,operation_type,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,assembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,notes
90.1-2016,ClimateZone 8,,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.38 SHGC 0.45 Simple Glazing Window,,,,0.38,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.25 SHGC 0.45 Simple Glazing Window,,,,0.25,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Nonmetal framing (all),Residential,U 0.25 SHGC 0.45 Simple Glazing Window,,,,0.25,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.32 SHGC 0.45 Simple Glazing Window,,,,0.32,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted HighriseApartment 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted Hospital 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted Hospital 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted MidriseApartment 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted Outpatient 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted Retail 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted StripMall 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted Warehouse 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Weighted Warehouse 90.1-2016,Semiheated,U 0.38 SHGC 0.45 Simple Glazing Window,,,,0.38,True,True,,,0.45,,
90.1-2016,ClimateZone 8,,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.40 SHGC 0.43 Dbl LoE Spec Sel Clr 3mm/6mm/6mm Air,,,,0.4,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Metal framing (entrance door),Residential,U 0.40 SHGC 0.43 Dbl LoE Spec Sel Clr 3mm/6mm/6mm Air,,,,0.4,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Metal framing (entrance door),Semiheated,U 0.44 SHGC 0.20 Dbl Ref-B-H Tint 6mm/13mm Air,,,,0.44,True,True,,,,,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted HighriseApartment 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted Hospital 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted Hospital 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted LargeHotel 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted MidriseApartment 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted Outpatient 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted Retail 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted SmallHotel 90.1-2016,Residential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted StripMall 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted Warehouse 90.1-2016,Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,GlassDoor,Weighted Warehouse 90.1-2016,Semiheated,U 0.38 SHGC 0.45 Simple Glazing Window,,,,0.38,True,True,,,0.45,,
90.1-2016,ClimateZone 8,,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.671,,,,
90.1-2016,ClimateZone 8,,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.373,,,,
90.1-2016,ClimateZone 8,,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.86,,,,
90.1-2016,ClimateZone 8,,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 8,,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.434,,,,
90.1-2016,ClimateZone 8,,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.424,,,,
90.1-2016,ClimateZone 8,,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.54,,,,
90.1-2016,ClimateZone 8,,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.063,,,
90.1-2016,ClimateZone 8,,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.063,,,
90.1-2016,ClimateZone 8,,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,True,True,,0.119,,,
90.1-2016,ClimateZone 8,,Skylight,Glass with Curb,Nonresidential,U 0.41 SHGC 0.55 Simple Glazing Skylight,,,,0.41,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Glass with Curb,Residential,U 0.41 SHGC 0.55 Simple Glazing Skylight,,,,0.41,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Glass with Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Plastic with Curb,Nonresidential,U 0.41 SHGC 0.55 Simple Glazing Skylight,,,,0.41,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Plastic with Curb,Residential,U 0.41 SHGC 0.55 Simple Glazing Skylight,,,,0.41,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Plastic with Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.41 SHGC 0.55 Simple Glazing Window,,,,0.41,True,True,,,0.55,,
90.1-2016,ClimateZone 8,,Skylight,Weighted Retail 90.1-2016,Nonresidential,U 0.41 SHGC 0.55 Simple Glazing Window,,,,0.41,True,True,,,0.55,,
90.1-2016,ClimateZone 8,,Skylight,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.41 SHGC 0.55 Simple Glazing Window,,,,0.41,True,True,,,0.55,,
90.1-2016,ClimateZone 8,,Skylight,Weighted Warehouse 90.1-2016,Nonresidential,U 0.41 SHGC 0.55 Simple Glazing Window,,,,0.41,True,True,,,0.55,,
90.1-2016,ClimateZone 8,,Skylight,Weighted Warehouse 90.1-2016,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Window,,,,0.85,True,True,,,0.55,0.55,
90.1-2016,ClimateZone 8,,Skylight,Without Curb,Nonresidential,U 0.41 SHGC 0.55 Simple Glazing Skylight,,,,0.41,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Without Curb,Residential,U 0.41 SHGC 0.55 Simple Glazing Skylight,,,,0.41,True,True,,,,,
90.1-2016,ClimateZone 8,,Skylight,Without Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
